Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,44
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,2
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
202745476441238,Paul Anthony,These ads ran without a disclaimer,≤100,1
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100,1
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,1
208685479508187,U-Report Global,These ads ran without a disclaimer,≤100,1
101837288924546,Muslimi,These ads ran without a disclaimer,≤100,1
9179830029,Queen Mary University of London,These ads ran without a disclaimer,≤100,1
107117445556367,Dragons Tell Tales,These ads ran without a disclaimer,≤100,1
108714675181444,Linda Melton Store,These ads ran without a disclaimer,≤100,1
116264741559598,Know it all,These ads ran without a disclaimer,≤100,1
107990759012500,하이난 자유무역항,These ads ran without a disclaimer,≤100,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,2
